item,type,level,source,url
会話,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
火事,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
掛ける,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
格好,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
構う,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
髪,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
噛む,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
家内,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
必ず,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
悲しい,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
金持ち,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
考える,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
関係,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
彼女,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
簡単,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
顔,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
彼,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
彼ら,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
形,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
硬い,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
片付ける,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
勝つ,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
乾く,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
代わり,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
変わる,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
通う,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
飾る,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
毛,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
怪我,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
計画,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
経験,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
警察,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
経済,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
見物,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
喧嘩,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
研究,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
研究室,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
消しゴム,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
景色,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
気,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
厳しい,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
気分,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
機会,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
危険,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
聞こえる,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
決る,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
決める,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
君,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
気持ち,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
近所,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
季節,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
汽車,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
規則,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
心,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
国内,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
国際,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
細かい,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
米,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
込む,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
今度,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
この間,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
この頃,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
これから,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
故障,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
答え,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
事,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
小鳥,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
校長,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
講堂,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
郊外,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
講義,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
工業,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
工場,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
高校,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
高校生,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
公務員,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
交通,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
壊れる,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
壊す,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
首,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
雲,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
比べる,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
暮れる,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
草,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
空気,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
空港,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
怖い,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
客,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
教育,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
教会,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
興味,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
競争,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
急,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
急行,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
間違える,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
参る,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
真面目,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
負ける,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
漫画,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
間に合う,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
真中,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
または,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
周り,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
回る,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
まず,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
召し上がる,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
珍しい,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
見える,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
港,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
見つかる,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
見つける,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
湖,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
もちろん,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
戻る,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
森,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
もし,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
申し上げる,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
申す,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
もうすぐ,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
迎える,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
向かう,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
昔,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
無理,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
虫,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
息子,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
娘,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
投げる,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
泣く,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
無くなる,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
亡くなる,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
治る,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
直る,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
直す,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
慣れる,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
鳴る,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
なるほど,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
寝坊,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
値段,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
眠い,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
眠る,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
熱心,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
熱,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
苦い,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
逃げる,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
二階建て,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
日記,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
人形,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
匂い,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
似る,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
喉,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
残る,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
乗り換える,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
乗り物,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
濡れる,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
塗る,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
盗む,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
入学,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
入院,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
落ちる,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
踊り,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
驚く,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
踊る,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
お祝い,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
お嬢さん,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
可笑しい,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
行う,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
怒る,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
起こす,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
億,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
屋上,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
贈り物,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
遅れる,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
送る,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
お祭り,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
お見舞い,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
お土産,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
玩具,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
思い出す,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
表,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
思う,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
お礼,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
折れる,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
折る,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
押し入れ,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
仰る,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
お宅,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
音,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
落とす,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
夫,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
お釣り,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
終わり,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
親,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
歴史,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
連絡,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
利用,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
理由,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
留守,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
旅館,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
両方,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
寂しい,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
下がる,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
探す,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
下げる,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
最後,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
最近,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
最初,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
坂,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
盛ん,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
さっき,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
昨夜,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
産業,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
さ来月,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
さ来週,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
