item,type,level,source,url
様子,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
要点,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
余裕,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
唯一,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
床,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
愉快,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
行き,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
行き先,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
許す,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
豊か,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
郵便,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
遊園地,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
夕方,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
友人,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
友情,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
勇気,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
有効,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
友好,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
有能,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
有利,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
有料,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
優勝,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
優秀,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
郵送,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
譲る,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
稍,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
材料,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
財産,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
残業,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
座席,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
ざっと,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
是非,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
税金,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
贅沢,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
善,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
前後,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
前日,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
全国,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
前者,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
前進,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
全身,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
全体,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
絶対,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
絶滅,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
象,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
増加,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
図,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
随分,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
ずっと,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
頭痛,vocab,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-vocabulary-list/
あまり,grammar,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-grammar-list/
あまりに,grammar,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-grammar-list/
ばいい,grammar,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-grammar-list/
ばかりでなく,grammar,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-grammar-list/
ばよかった,grammar,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-grammar-list/
べき,grammar,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-grammar-list/
べきではない,grammar,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-grammar-list/
だけ,grammar,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-grammar-list/
だらけ,grammar,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-grammar-list/
どころか,grammar,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-grammar-list/
ふりをする,grammar,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-grammar-list/
ふと,grammar,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-grammar-list/
がち,grammar,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-grammar-list/
がたい,grammar,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-grammar-list/
ぎみ,grammar,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-grammar-list/
ほど,grammar,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-grammar-list/
一方だ,grammar,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-grammar-list/
一方で,grammar,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-grammar-list/
かけ,grammar,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-grammar-list/
代わりに,grammar,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-grammar-list/
っけ,grammar,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-grammar-list/
切る,grammar,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-grammar-list/
切れない,grammar,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-grammar-list/
きり,grammar,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-grammar-list/
こそ,grammar,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-grammar-list/
こと,grammar,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-grammar-list/
ことだ,grammar,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-grammar-list/
ことがある,grammar,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-grammar-list/
ことか,grammar,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-grammar-list/
ことに,grammar,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-grammar-list/
ことはない,grammar,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-grammar-list/
くらい,grammar,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-grammar-list/
くせに,grammar,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-grammar-list/
まま,grammar,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-grammar-list/
まるで,grammar,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-grammar-list/
もの,grammar,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-grammar-list/
ものだ,grammar,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-grammar-list/
もしかしたら,grammar,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-grammar-list/
向き,grammar,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-grammar-list/
向け,grammar,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-grammar-list/
ながらも,grammar,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-grammar-list/
ないことはない,grammar,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-grammar-list/
なるべく,grammar,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-grammar-list/
なぜなら,grammar,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-grammar-list/
に違いない,grammar,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-grammar-list/
にかけて,grammar,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-grammar-list/
にかわって,grammar,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-grammar-list/
に比べて,grammar,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-grammar-list/
にしては,grammar,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-grammar-list/
にしても,grammar,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-grammar-list/
に対して,grammar,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-grammar-list/
にとって,grammar,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-grammar-list/
について,grammar,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-grammar-list/
につれて,grammar,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-grammar-list/
の間に,grammar,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-grammar-list/
を中心に,grammar,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-grammar-list/
をはじめ,grammar,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-grammar-list/
おかげで,grammar,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-grammar-list/
おそらく,grammar,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-grammar-list/
っぱなし,grammar,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-grammar-list/
っぽい,grammar,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-grammar-list/
さえ,grammar,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-grammar-list/
最中に,grammar,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-grammar-list/
せいで,grammar,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-grammar-list/
しかない,grammar,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-grammar-list/
その結果,grammar,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-grammar-list/
そうもない,grammar,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-grammar-list/
たびに,grammar,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-grammar-list/
ために,grammar,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-grammar-list/
確かに,grammar,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-grammar-list/
たとえば,grammar,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-grammar-list/
たとたん,grammar,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-grammar-list/
てごらん,grammar,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-grammar-list/
てはじめて,grammar,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-grammar-list/
てもかまわない,grammar,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-grammar-list/
といっても,grammar,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-grammar-list/
という,grammar,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-grammar-list/
ということだ,grammar,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-grammar-list/
というのは,grammar,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-grammar-list/
というと,grammar,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-grammar-list/
というより,grammar,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-grammar-list/
ところで,grammar,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-grammar-list/
ところが,grammar,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-grammar-list/
とおり,grammar,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-grammar-list/
として,grammar,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-grammar-list/
とは限らない,grammar,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-grammar-list/
ついでに,grammar,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-grammar-list/
つまり,grammar,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-grammar-list/
と共に,grammar,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-grammar-list/
うちに,grammar,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-grammar-list/
わけだ,grammar,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-grammar-list/
わけではない,grammar,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-grammar-list/
わけがない,grammar,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-grammar-list/
わけにはいかない,grammar,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-grammar-list/
わりに,grammar,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-grammar-list/
ような気がする,grammar,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-grammar-list/
ように,grammar,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-grammar-list/
ようとする,grammar,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-grammar-list/
ようとしない,grammar,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-grammar-list/
ずに,grammar,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-grammar-list/
ずにはいられない,grammar,N3,japanesetest4you,https://japanesetest4you.com/jlpt-n3-grammar-list/
上がる,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
挨拶,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
味,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
赤ちゃん,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
赤ん坊,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
案内,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
安心,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
安全,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
浅い,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
足音,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
遊び,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
集る,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
集める,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
合う,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
謝る,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
倍,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
番組,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
場所,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
別,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
美術館,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
びっくり,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
僕,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
貿易,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
部長,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
ぶどう,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
文学,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
文化,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
文法,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
血,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
力,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
地理,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
中学校,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
注意,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
注射,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
駐車場,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
大分,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
大学生,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
大事,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
大体,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
だから,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
駄目,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
暖房,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
男性,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
電報,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
電灯,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
どんどん,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
泥棒,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
動物園,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
道具,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
枝,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
遠慮,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
選ぶ,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
不便,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
増える,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
深い,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
復習,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
複雑,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
踏む,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
船,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
布団,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
太る,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
普通,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
頑張る,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
下宿,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
技術,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
ご馳走,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
塵,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
ご覧になる,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
ご存じ,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
ご主人,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
具合,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
軍人,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
葉,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
拝見,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
歯医者,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
始める,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
はっきり,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
運ぶ,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
花見,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
反対,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
払う,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
発音,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
林,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
恥ずかしい,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
変,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
返事,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
酷い,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
冷える,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
ひげ,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
非常に,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
光,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
光る,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
引き出し,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
引き出す,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
引っ越す,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
飛行場,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
開く,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
昼間,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
拾う,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
昼休み,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
久しぶり,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
褒める,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
翻訳,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
星,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
ほとんど,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
法律,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
一度,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
医学,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
苛める,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
以上,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
以下,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
意見,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
生きる,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
以内,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
田舎,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
祈る,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
一杯,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
石,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
一生懸命,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
急ぐ,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
糸,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
邪魔,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
字,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
時代,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
事故,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
事務所,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
神社,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
人口,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
地震,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
辞典,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
自由,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
女性,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
準備,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
十分,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
住所,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
壁,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
課長,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
帰り,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
変える,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
科学,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
鏡,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
海岸,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
会議,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
会議室,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
会場,vocab,N4,japanesetest4you,https://japanesetest4you.com/jlpt-n4-vocabulary-list/
